mem,cp,diff,mem_std,cp_std,diff_std,mem_win,cp_win,domain,ablation_layer_heads
14.276612281799316,16.797611236572266,-2.520998001098633,2.1228859424591064,3.335907220840454,2.524277448654175,77.0,551.0,Arts_and_Entertainment,"[(10, 7), (11, 10)]"
13.741174697875977,13.174603462219238,0.5665720701217651,1.2530443668365479,1.3779375553131104,1.894017219543457,2411.0,1325.0,Autos_and_Vehicles,"[(10, 7), (11, 10)]"
13.718633651733398,15.244324684143066,-1.5256915092468262,1.459652066230774,2.393247604370117,2.1838600635528564,1.0,17.0,Books_and_Literature,"[(10, 7), (11, 10)]"
13.308357238769531,14.898553848266602,-1.5901967287063599,1.8460315465927124,2.5702147483825684,2.9144668579101562,117.0,325.0,Business_and_Industrial,"[(10, 7), (11, 10)]"
14.051814079284668,13.027586936950684,1.0242244005203247,1.3866229057312012,1.9714064598083496,1.9166048765182495,1727.0,611.0,Computers_and_Electronics,"[(10, 7), (11, 10)]"
13.876283645629883,14.023885726928711,-0.14760202169418335,2.1296610832214355,2.600017547607422,2.944319725036621,12.0,15.0,Finance,"[(10, 7), (11, 10)]"
12.95974063873291,15.574273109436035,-2.614530563354492,2.503472089767456,3.321338176727295,5.485780239105225,4.0,8.0,Food_and_Drink,"[(10, 7), (11, 10)]"
12.99588394165039,14.358939170837402,-1.363054871559143,1.7963286638259888,3.117921829223633,3.0865588188171387,82.0,162.0,Games,"[(10, 7), (11, 10)]"
12.537493705749512,16.84128189086914,-4.3037872314453125,2.0849976539611816,3.290623664855957,3.7307159900665283,3.0,25.0,Health,"[(10, 7), (11, 10)]"
12.071575164794922,12.534113883972168,-0.46253809332847595,0.7146484851837158,0.2637453079223633,0.7108150720596313,0.0,1.0,Hobbies_and_Leisure,"[(10, 7), (11, 10)]"
11.85995101928711,12.197022438049316,-0.33707141876220703,,,,0.0,1.0,Home_and_Garden,"[(10, 7), (11, 10)]"
14.082454681396484,12.835041046142578,1.247413158416748,1.607076644897461,2.118037700653076,2.330775737762451,162.0,58.0,Internet_and_Telecom,"[(10, 7), (11, 10)]"
13.446849822998047,14.705992698669434,-1.2591415643692017,1.6396355628967285,2.3070547580718994,2.5637528896331787,140.0,285.0,Jobs_and_Education,"[(10, 7), (11, 10)]"
14.200221061706543,17.43581199645996,-3.2355923652648926,2.1649436950683594,3.1897571086883545,2.7331390380859375,51.0,475.0,Law_and_Government,"[(10, 7), (11, 10)]"
13.892715454101562,15.632671356201172,-1.739953875541687,2.301774501800537,2.818979024887085,2.940300941467285,62.0,159.0,News,"[(10, 7), (11, 10)]"
14.95361614227295,12.618210792541504,2.33540678024292,1.3496960401535034,1.9576148986816406,2.0321476459503174,35.0,7.0,Online_Communities,"[(10, 7), (11, 10)]"
14.44347858428955,16.79500389099121,-2.3515236377716064,2.3414673805236816,3.420189142227173,3.0703346729278564,58.0,252.0,People_and_Society,"[(10, 7), (11, 10)]"
14.269489288330078,15.308399200439453,-1.0389105081558228,1.6129072904586792,1.0400605201721191,0.7513449788093567,0.0,6.0,Real_Estate,"[(10, 7), (11, 10)]"
12.848225593566895,14.699930191040039,-1.851704478263855,1.5282278060913086,2.3575022220611572,2.696629524230957,4.0,34.0,Science,"[(10, 7), (11, 10)]"
11.349566459655762,16.820796966552734,-5.471229076385498,2.1281912326812744,2.4581210613250732,2.5579516887664795,0.0,85.0,Sensitive_Subjects,"[(10, 7), (11, 10)]"
12.987348556518555,12.702016830444336,0.28533315658569336,1.0408658981323242,1.9052144289016724,2.1049187183380127,2.0,2.0,Shopping,"[(10, 7), (11, 10)]"
14.860908508300781,16.420516967773438,-1.5596085786819458,2.1028289794921875,3.388366222381592,2.809326410293579,52.0,135.0,Sports,"[(10, 7), (11, 10)]"
14.004528045654297,16.419172286987305,-2.414645195007324,2.3494768142700195,3.042238473892212,2.6313257217407227,14.0,75.0,Travel_and_Transportation,"[(10, 7), (11, 10)]"
